grade,eta,eta_in_window,vf,rho_g_cc,E_mt_mpa,E_hs_lo,E_hs_hi,meets_target
K25,0.9660521882216339,True,0.16,1.0312,3028.4394647885333,3028.4394647885333,3029.137870857482,False
K25,0.9660521882216339,True,0.17,1.0219,3030.094142044277,3030.094142044277,3030.8316741847852,False
K25,0.9660521882216339,True,0.18,1.0126000000000002,3031.733733013552,3031.733733013552,3032.5097756248642,False
K25,0.9660521882216339,True,0.19,1.0033,3033.3581283384,3033.3581283384,3034.172051063252,False
K25,0.9660521882216339,True,0.2,0.994,3034.9672181046203,3034.9672181046203,3035.8183756389562,False
K25,0.9660521882216339,True,0.21,0.9847000000000001,3036.560891840115,3036.560891840115,3037.44862374088,False
K25,0.9660521882216339,True,0.22,0.9754,3038.139038513242,3038.139038513242,3039.0626690042436,False
K25,0.9660521882216339,True,0.23,0.9661000000000001,3039.7015465311856,3039.7015465311856,3040.6603843069915,False
K25,0.9660521882216339,True,0.24,0.9568,3041.2483037383254,3041.2483037383254,3042.2416417662016,False
K25,0.9660521882216339,True,0.25,0.9475000000000001,3042.7791974146357,3042.7791974146357,3043.806312734492,False
K25,0.9660521882216339,True,0.26,0.9382,3044.294114274069,3044.294114274069,3045.3542677964138,False
K25,0.9660521882216339,True,0.27,0.9289000000000001,3045.7929404629867,3045.7929404629867,3046.88537676485,False
K25,0.9660521882216339,True,0.28,0.9196,3047.2755615585606,3047.2755615585606,3048.399508677408,False
K25,0.9660521882216339,True,0.29,0.9103,3048.741862567226,3048.741862567226,3049.8965317928073,False
K25,0.9660521882216339,True,0.3,0.901,3050.1917279231134,3050.1917279231134,3051.3763135872564,False
K25,0.9660521882216339,True,0.31,0.8917,3051.625041486524,3051.625041486524,3052.838720750848,False
K25,0.9660521882216339,True,0.32,0.8824000000000001,3053.041686542391,3053.041686542391,3054.2836191839287,False
K25,0.9660521882216339,True,0.33,0.8731,3054.441545798776,3054.441545798776,3055.710873993477,False
K25,0.9660521882216339,True,0.34,0.8638,3055.824501385358,3055.824501385358,3057.120349489483,False
K25,0.9660521882216339,True,0.35,0.8545000000000001,3057.1904348519606,3057.1904348519606,3058.5119091813112,False
K25,0.9660521882216339,True,0.36,0.8452000000000002,3058.5392271670744,3058.5392271670744,3059.8854157740816,False
K25,0.9660521882216339,True,0.37,0.8359000000000001,3059.8707587163963,3059.8707587163963,3061.2407311650322,False
K25,0.9660521882216339,True,0.38,0.8266000000000001,3061.184909301401,3061.184909301401,3062.57771643989,False
K25,0.9660521882216339,True,0.39,0.8173000000000001,3062.481558137901,3062.481558137901,3063.8962318692365,False
K25,0.9660521882216339,True,0.4,0.8080000000000002,3063.7605838546483,3063.7605838546483,3065.19613690488,False
K25,0.9660521882216339,True,0.41,0.7987000000000002,3065.0218644919273,3065.0218644919273,3066.4772901762103,False
K25,0.9660521882216339,True,0.42,0.7894000000000002,3066.26527750019,3066.26527750019,3067.7395494865846,False
K25,0.9660521882216339,True,0.43,0.7801000000000002,3067.4906997386865,3067.4906997386865,3068.982771809675,False
K25,0.9660521882216339,True,0.44,0.7708000000000003,3068.6980074741255,3068.6980074741255,3070.2068132858462,False
K25,0.9660521882216339,True,0.45,0.7615000000000002,3069.8870763793375,3069.8870763793375,3071.411529218525,False
K25,0.9660521882216339,True,0.46,0.7522000000000002,3071.0577815319816,3071.0577815319816,3072.5967740705673,False
K25,0.9660521882216339,True,0.47,0.7429000000000001,3072.2099974132443,3072.2099974132443,3073.762401460631,False
K25,0.9660521882216339,True,0.48,0.7336000000000003,3073.343597906563,3073.343597906563,3074.9082641595464,False
K25,0.9660521882216339,True,0.49,0.7243000000000002,3074.4584562963846,3074.4584562963846,3076.034214086698,False
K25,0.9660521882216339,True,0.5,0.7150000000000002,3075.5544452669224,3075.5544452669224,3077.1401023064,False
K25,0.9660521882216339,True,0.51,0.7057000000000001,3076.6314369009406,3076.6314369009406,3078.225779024278,False
K25,0.9660521882216339,True,0.52,0.6964000000000001,3077.6893026785656,3077.6893026785656,3079.2910935836553,False
K25,0.9660521882216339,True,0.53,0.6871000000000002,3078.7279134761066,3078.7279134761066,3080.335894461939,False
K25,0.9660521882216339,True,0.54,0.6778000000000002,3079.747139564898,3079.747139564898,3081.3600292670167,False
K25,0.9660521882216339,True,0.55,0.6685000000000001,3080.746850610181,3080.746850610181,3082.3633447336497,False
K25,0.9660521882216339,True,0.56,0.6592000000000001,3081.7269156699754,3081.7269156699754,3083.345686719881,False
K25,0.9660521882216339,True,0.57,0.6499000000000003,3082.6872031939965,3082.6872031939965,3084.306900203438,False
K25,0.9660521882216339,True,0.58,0.6406000000000003,3083.6275810225948,3083.6275810225948,3085.2468292781473,False
K25,0.9660521882216339,True,0.59,0.6313000000000002,3084.5479163857026,3084.5479163857026,3086.1653171503535,False
K25,0.9660521882216339,True,0.6,0.6220000000000002,3085.4480759018156,3085.4480759018156,3087.062206135347,False
S32,0.9561068270646955,True,0.0,1.18,2999.9999999999995,2999.9999999999995,3000.0000000000005,False
S32,0.9561068270646955,True,0.01,1.1714,3009.857330666566,3009.857330666566,3010.1954563971362,False
S32,0.9561068270646955,True,0.02,1.1627999999999998,3019.7272772240717,3019.7272772240717,3020.3986679647437,False
S32,0.9561068270646955,True,0.03,1.1542,3029.609763343172,3029.609763343172,3030.6095080993505,False
S32,0.9561068270646955,True,0.04,1.1455999999999997,3039.504711559774,3039.504711559774,3040.8278486810855,False
S32,0.9561068270646955,True,0.05,1.137,3049.41204326606,3049.41204326606,3051.0535600627986,False
S32,0.9561068270646955,True,0.06,1.1283999999999998,3059.331678701495,3059.331678701495,3061.2865110591497,False
S32,0.9561068270646955,True,0.07,1.1198,3069.263536943796,3069.263536943796,3071.5265689356797,False
S32,0.9561068270646955,True,0.08,1.1112,3079.2075358998845,3079.2075358998845,3081.773599397868,False
S32,0.9561068270646955,True,0.09,1.1026,3089.1635922967885,3089.1635922967885,3092.027466580152,False
S32,0.9561068270646955,True,0.1,1.094,3099.1316216725413,3099.1316216725413,3102.288033034958,False
S32,0.9561068270646955,True,0.11,1.0854,3109.11153836704,3109.11153836704,3112.555159721682,False
S32,0.9561068270646955,True,0.12,1.0768,3119.1032555128763,3119.1032555128763,3122.828705995683,False
S32,0.9561068270646955,True,0.13,1.0681999999999998,3129.1066850261464,3129.1066850261464,3133.108529597242,False
S32,0.9561068270646955,True,0.14,1.0595999999999999,3139.12173759724,3139.12173759724,3143.3944866405236,False
S32,0.9561068270646955,True,0.15,1.051,3149.148322681596,3149.148322681596,3153.686431602514,False
S32,0.9561068270646955,True,0.16,1.0423999999999998,3159.186348490428,3159.186348490428,3163.9842173119473,False
S32,0.9561068270646955,True,0.17,1.0337999999999998,3169.2357219814553,3169.2357219814553,3174.2876949382357,False
S32,0.9561068270646955,True,0.18,1.0252,3179.2963488495798,3179.2963488495798,3184.5967139803743,False
S32,0.9561068270646955,True,0.19,1.0166,3189.3681335175584,3189.3681335175584,3194.911122255849,False
S32,0.9561068270646955,True,0.2,1.008,3199.4509791266505,3199.4509791266505,3205.2307658895406,False
S32,0.9561068270646955,True,0.21,0.9994,3209.5447875272484,3209.5447875272484,3215.5554893026147,False
S32,0.9561068270646955,True,0.22,0.9907999999999999,3219.6494592694867,3219.6494592694867,3225.8851352014135,False
S32,0.9561068270646955,True,0.23,0.9822,3229.7648935938228,3229.7648935938228,3236.219544566351,False
S32,0.9561068270646955,True,0.24,0.9735999999999999,3239.8909884216278,3239.8909884216278,3246.558556640802,False
S32,0.9561068270646955,True,0.25,0.965,3250.0276403457306,3250.0276403457306,3256.902008919995,False
S32,0.9561068270646955,True,0.26,0.9563999999999999,3260.174744620965,3260.174744620965,3267.249737139903,False
S32,0.9561068270646955,True,0.27,0.9477999999999999,3270.3321951546923,3270.3321951546923,3277.601575266148,False
S32,0.9561068270646955,True,0.28,0.9391999999999998,3280.4998844973193,3280.4998844973193,3287.957355482902,False
S32,0.9561068270646955,True,0.29,0.9305999999999998,3290.677703832794,3290.677703832794,3298.316908181803,False
S32,0.9561068270646955,True,0.3,0.9219999999999999,3300.8655429690975,3300.8655429690975,3308.680061950878,False
S32,0.9561068270646955,True,0.31,0.9133999999999999,3311.063290328718,3311.063290328718,3319.046643563463,False
S32,0.9561068270646955,True,0.32,0.9047999999999998,3321.27083293912,3321.27083293912,3329.4164779671714,False
S32,0.9561068270646955,True,0.33,0.8961999999999998,3331.4880564232085,3331.4880564232085,3339.78938827283,False
S32,0.9561068270646955,True,0.34,0.8875999999999997,3341.7148449897704,3341.7148449897704,3350.1651957434683,False
S32,0.9561068270646955,True,0.35,0.8789999999999999,3351.951081423925,3351.951081423925,3360.543719783306,False
S32,0.9561068270646955,True,0.36,0.8703999999999998,3362.1966470775646,3362.1966470775646,3370.924777926768,False
S32,0.9561068270646955,True,0.37,0.8617999999999999,3372.4514218597824,3372.4514218597824,3381.3081858275145,False
S32,0.9561068270646955,True,0.38,0.8531999999999998,3382.71528422731,3382.71528422731,3391.6937572475035,False
S32,0.9561068270646955,True,0.39,0.8445999999999999,3392.988111174945,3392.988111174945,3402.081304046066,False
S32,0.9561068270646955,True,0.4,0.8359999999999999,3403.269778225978,3403.269778225978,3412.4706361690223,False
S32,0.9561068270646955,True,0.41,0.8273999999999999,3413.56015942262,3413.56015942262,3422.8615616378133,False
S32,0.9561068270646955,True,0.42,0.8187999999999999,3423.8591273164357,3423.8591273164357,3433.2538865386737,False
S32,0.9561068270646955,True,0.43,0.8102,3434.166552958772,3434.166552958772,3443.647415011837,False
S32,0.9561068270646955,True,0.44,0.8015999999999999,3444.4823058912007,3444.4823058912007,3454.0419492407646,False
S32,0.9561068270646955,True,0.45,0.7929999999999999,3454.8062541359536,3454.8062541359536,3464.437289441429,False
S32,0.9561068270646955,True,0.46,0.7843999999999999,3465.138264186375,3465.138264186375,3474.833233851623,False
S32,0.9561068270646955,True,0.47,0.7757999999999998,3475.4782009973756,3475.4782009973756,3485.2295787203143,False
S32,0.9561068270646955,True,0.48,0.7671999999999999,3485.825927975905,3485.825927975905,3495.6261182970484,False
S32,0.9561068270646955,True,0.49,0.7585999999999998,3496.1813069714185,3496.1813069714185,3506.022644821391,False
S32,0.9561068270646955,True,0.5,0.7499999999999998,3506.5441982663765,3506.5441982663765,3516.418948512425,True
S32,0.9561068270646955,True,0.51,0.7413999999999998,3516.914460566736,3516.914460566736,3526.814817558288,True
S32,0.9561068270646955,True,0.52,0.7327999999999998,3527.2919509924795,3527.2919509924795,3537.2100381057785,True
S32,0.9561068270646955,True,0.53,0.7241999999999998,3537.676525068137,3537.676525068137,3547.604394249996,True
S32,0.9561068270646955,True,0.54,0.7155999999999998,3548.0680367133473,3548.0680367133473,3557.997668024067,True
S32,0.9561068270646955,True,0.55,0.7069999999999999,3558.4663382334284,3558.4663382334284,3568.3896393888986,True
S32,0.9561068270646955,True,0.56,0.6983999999999997,3568.871280309966,3568.871280309966,3578.780086223021,True
S32,0.9561068270646955,True,0.57,0.6898,3579.2827119914327,3579.2827119914327,3589.1687843124887,True
S32,0.9561068270646955,True,0.58,0.6811999999999998,3589.7004806838286,3589.7004806838286,3599.5555073408323,True
S32,0.9561068270646955,True,0.59,0.6725999999999999,3600.1244321413446,3600.1244321413446,3609.9400268791096,True
S32,0.9561068270646955,True,0.6,0.6639999999999998,3610.5544104570577,3610.5544104570577,3620.3221123760063,True
S38,0.9474144656904223,True,0.0,1.18,2999.9999999999995,2999.9999999999995,2999.999999999999,False
S38,0.9474144656904223,True,0.01,1.172,3015.3455930060977,3015.3455930060977,3016.425968020351,False
S38,0.9474144656904223,True,0.02,1.164,3030.7457999253097,3030.7457999253097,3032.8921706168376,False
S38,0.9474144656904223,True,0.03,1.156,3046.200856125372,3046.200856125372,3049.3986630600216,False
S38,0.9474144656904223,True,0.04,1.148,3061.710998070777,3061.710998070777,3065.9455000370162,False
S38,0.9474144656904223,True,0.05,1.14,3077.276463327351,3077.276463327351,3082.5327356422385,False
S38,0.9474144656904223,True,0.06,1.132,3092.897490566834,3092.897490566834,3099.1604233681182,False
S38,0.9474144656904223,True,0.07,1.1239999999999999,3108.57431957147,3108.57431957147,3115.828616095688,False
S38,0.9474144656904223,True,0.08,1.1159999999999999,3124.30719123859,3124.30719123859,3132.537366085089,False
S38,0.9474144656904223,True,0.09,1.108,3140.0963475852095,3140.0963475852095,3149.2867249660167,False
S38,0.9474144656904223,True,0.1,1.1,3155.9420317526196,3155.9420317526196,3166.0767437280197,False
S38,0.9474144656904223,True,0.11,1.092,3171.8444880109787,3171.8444880109787,3182.907472710774,False
S38,0.9474144656904223,True,0.12,1.084,3187.803961763922,3187.803961763922,3199.778961594214,False
S38,0.9474144656904223,True,0.13,1.076,3203.8206995531505,3203.8206995531505,3216.6912593885986,False
S38,0.9474144656904223,True,0.14,1.068,3219.8949490630444,3219.8949490630444,3233.644414424484,False
S38,0.9474144656904223,True,0.15,1.0599999999999998,3236.026959125252,3236.026959125252,3250.6384743425865,False
S38,0.9474144656904223,True,0.16,1.0519999999999998,3252.2169797232946,3252.2169797232946,3267.673486083586,False
S38,0.9474144656904223,True,0.17,1.044,3268.465261997183,3268.465261997183,3284.7494958777916,False
S38,0.9474144656904223,True,0.18,1.036,3284.7720582479988,3284.7720582479988,3301.8665492347554,False
S38,0.9474144656904223,True,0.19,1.028,3301.1376219425083,3301.1376219425083,3319.024690932767,False
S38,0.9474144656904223,True,0.2,1.02,3317.56220771776,3317.56220771776,3336.2239650082565,False
S38,0.9474144656904223,True,0.21,1.012,3334.04607138568,3334.04607138568,3353.4644147451086,False
S38,0.9474144656904223,True,0.22,1.004,3350.58946993767,3350.58946993767,3370.7460826638785,False
S38,0.9474144656904223,True,0.23,0.996,3367.192661549201,3367.192661549201,3388.069010510902,False
S38,0.9474144656904223,True,0.24,0.988,3383.8559055843984,3383.8559055843984,3405.4332392473325,False
S38,0.9474144656904223,True,0.25,0.9800000000000001,3400.579462600642,3400.579462600642,3422.8388090380445,False
S38,0.9474144656904223,True,0.26,0.972,3417.3635943531326,3417.3635943531326,3440.2857592404807,False
S38,0.9474144656904223,True,0.27,0.964,3434.2085637994824,3434.2085637994824,3457.77412839336,False
S38,0.9474144656904223,True,0.28,0.956,3451.1146351042808,3451.1146351042808,3475.3039542053207,False
S38,0.9474144656904223,True,0.29,0.948,3468.0820736436694,3468.0820736436694,3492.8752735434423,False
S38,0.9474144656904223,True,0.3,0.94,3485.111146009898,3485.111146009898,3510.488122421679,False
S38,0.9474144656904223,True,0.31,0.9319999999999999,3502.202120015877,3502.202120015877,3528.142535989181,True
S38,0.9474144656904223,True,0.32,0.9239999999999999,3519.3552646997427,3519.3552646997427,3545.83854851854,True
S38,0.9474144656904223,True,0.33,0.9159999999999999,3536.570850329379,3536.570850329379,3563.576193393899,True
S38,0.9474144656904223,True,0.34,0.9079999999999999,3553.8491484069555,3553.8491484069555,3581.355503098982,True
S38,0.9474144656904223,True,0.35,0.9000000000000001,3571.1904316734585,3571.1904316734585,3599.1765092050273,True
S38,0.9474144656904223,True,0.36,0.892,3588.594974113198,3588.594974113198,3617.0392423586027,True
S38,0.9474144656904223,True,0.37,0.884,3606.0630509583166,3606.0630509583166,3634.943732269318,True
S38,0.9474144656904223,True,0.38,0.876,3623.5949386932766,3623.5949386932766,3652.890007697451,True
S38,0.9474144656904223,True,0.39,0.8680000000000001,3641.190915059357,3641.190915059357,3670.878096441454,True
S38,0.9474144656904223,True,0.4,0.8600000000000001,3658.8512590591076,3658.8512590591076,3688.908025325352,True
S38,0.9474144656904223,True,0.41,0.8520000000000001,3676.5762509608257,3676.5762509608257,3706.9798201860676,True
S38,0.9474144656904223,True,0.42,0.8440000000000001,3694.3661723029854,3694.3661723029854,3725.093505860596,True
S38,0.9474144656904223,True,0.43,0.8360000000000002,3712.221305898681,3712.221305898681,3743.2491061731107,True
S38,0.9474144656904223,True,0.44,0.8280000000000001,3730.1419358400385,3730.1419358400385,3761.446643921941,True
S38,0.9474144656904223,True,0.45,0.8200000000000001,3748.128347502625,3748.128347502625,3779.6861408664677,True
S38,0.9474144656904223,True,0.46,0.812,3766.1808275498274,3766.1808275498274,3797.9676177138767,True
S38,0.9474144656904223,True,0.47,0.804,3784.299663937232,3784.299663937232,3816.2910941058453,True
S38,0.9474144656904223,True,0.48,0.796,3802.4851459169686,3802.4851459169686,3834.656588605088,True
S38,0.9474144656904223,True,0.49,0.788,3820.737564042051,3820.737564042051,3853.064118681819,True
S38,0.9474144656904223,True,0.5,0.78,3839.057210170697,3839.057210170697,3871.5137007000912,True
S38,0.9474144656904223,True,0.51,0.772,3857.4443774706156,3857.4443774706156,3890.0053499040378,True
S38,0.9474144656904223,True,0.52,0.764,3875.8993604232933,3875.8993604232933,3908.5390804039944,True
S38,0.9474144656904223,True,0.53,0.7560000000000001,3894.4224548282464,3894.4224548282464,3927.114905162523,True
S38,0.9474144656904223,True,0.54,0.748,3913.0139578072526,3913.0139578072526,3945.732835980324,True
S38,0.9474144656904223,True,0.55,0.74,3931.674167808568,3931.674167808568,3964.3928834820294,True
S38,0.9474144656904223,True,0.56,0.732,3950.403384611109,3950.403384611109,3983.0950571019043,True
S38,0.9474144656904223,True,0.57,0.7240000000000002,3969.201909328617,3969.201909328617,4001.8393650694184,True
S38,0.9474144656904223,True,0.58,0.7160000000000002,3988.0700444137997,3988.0700444137997,4020.6258143947293,True
S38,0.9474144656904223,True,0.59,0.7080000000000001,4007.0080936624404,4007.0080936624404,4039.4544108540254,True
S38,0.9474144656904223,True,0.6,0.7000000000000001,4026.0163622174805,4026.0163622174805,4058.3251589747983,True
K46,0.935570543253382,True,0.0,1.18,2999.9999999999995,2999.9999999999995,2999.999999999999,False
K46,0.935570543253382,True,0.01,1.1727999999999998,3021.277691305076,3021.277691305076,3024.1481436443128,False
K46,0.935570543253382,True,0.02,1.1656,3042.6775067802027,3042.6775067802027,3048.3874049575784,False
K46,0.935570543253382,True,0.03,1.1583999999999999,3064.2005041746015,3064.2005041746015,3072.7183076535875,False
K46,0.935570543253382,True,0.04,1.1511999999999998,3085.8477534874946,3085.8477534874946,3097.141379464955,False
K46,0.935570543253382,True,0.05,1.144,3107.620337145958,3107.620337145958,3121.657152181739,False
K46,0.935570543253382,True,0.06,1.1368,3129.5193501858716,3129.5193501858716,3146.2661616905093,False
K46,0.935570543253382,True,0.07,1.1296,3151.5459004360596,3151.5459004360596,3170.968948013873,False
K46,0.935570543253382,True,0.08,1.1223999999999998,3173.7011087056503,3173.7011087056503,3195.7660553504634,False
K46,0.935570543253382,True,0.09,1.1152,3195.986108974757,3195.986108974757,3220.658032115367,False
K46,0.935570543253382,True,0.1,1.108,3218.4020485885057,3218.4020485885057,3245.6454309810574,False
K46,0.935570543253382,True,0.11,1.1008,3240.950088454521,3240.950088454521,3270.7288089187823,False
K46,0.935570543253382,True,0.12,1.0936,3263.63140324392,3263.63140324392,3295.9087272404436,False
K46,0.935570543253382,True,0.13,1.0864,3286.447181595892,3286.447181595892,3321.185751640966,False
K46,0.935570543253382,True,0.14,1.0792,3309.3986263259353,3309.3986263259353,3346.5604522411595,False
K46,0.935570543253382,True,0.15,1.0719999999999998,3332.486954637827,3332.486954637827,3372.0334036310933,False
K46,0.935570543253382,True,0.16,1.0647999999999997,3355.7133983394174,3355.7133983394174,3397.605184913979,False
K46,0.935570543253382,True,0.17,1.0575999999999999,3379.0792040623146,3379.0792040623146,3423.2763797505586,False
K46,0.935570543253382,True,0.18,1.0504,3402.5856334855453,3402.5856334855453,3449.047576404046,False
K46,0.935570543253382,True,0.19,1.0432,3426.2339635632798,3426.2339635632798,3474.9193677855687,False
K46,0.935570543253382,True,0.2,1.0359999999999998,3450.0254867566982,3450.0254867566982,3500.892351500169,False
K46,0.935570543253382,True,0.21,1.0288,3473.961511270109,3473.961511270109,3526.967129893349,False
K46,0.935570543253382,True,0.22,1.0215999999999998,3498.0433612913785,3498.0433612913785,3553.14431009817,False
K46,0.935570543253382,True,0.23,1.0144,3522.2723772367863,3522.2723772367863,3579.4245040829123,True
K46,0.935570543253382,True,0.24,1.0071999999999999,3546.649916000398,3546.649916000398,3605.8083286993024,True
K46,0.935570543253382,True,0.25,1.0,3571.1773512080495,3571.1773512080495,3632.296405731335,True
K46,0.935570543253382,True,0.26,0.9927999999999999,3595.8560734760404,3595.8560734760404,3658.889361944658,True
K46,0.935570543253382,True,0.27,0.9855999999999999,3620.687490674644,3620.687490674644,3685.587829136571,True
K46,0.935570543253382,True,0.28,0.9783999999999998,3645.6730281965383,3645.6730281965383,3712.3924441866156,True
K46,0.935570543253382,True,0.29,0.9711999999999998,3670.8141292302644,3670.8141292302644,3739.303849107787,True
K46,0.935570543253382,True,0.3,0.9639999999999999,3696.112255038814,3696.112255038814,3766.3226910983635,True
K46,0.935570543253382,True,0.31,0.9567999999999999,3721.5688852434782,3721.5688852434782,3793.449622594352,True
K46,0.935570543253382,True,0.32,0.9495999999999998,3747.1855181130586,3747.1855181130586,3820.685301322589,True
K46,0.935570543253382,True,0.33,0.9423999999999998,3772.963670858558,3772.963670858558,3848.0303903544846,True
K46,0.935570543253382,True,0.34,0.9351999999999998,3798.9048799334837,3798.9048799334837,3875.4855581604143,True
K46,0.935570543253382,True,0.35,0.9279999999999999,3825.0107013398747,3825.0107013398747,3903.051478664791,True
K46,0.935570543253382,True,0.36,0.9207999999999998,3851.2827109401983,3851.2827109401983,3930.7288313017943,True
K46,0.935570543253382,True,0.37,0.9135999999999999,3877.7225047752304,3877.7225047752304,3958.5183010718,True
K46,0.935570543253382,True,0.38,0.9063999999999999,3904.3316993880567,3904.3316993880567,3986.4205785984973,True
K46,0.935570543253382,True,0.39,0.8991999999999999,3931.1119321543565,3931.1119321543565,4014.436360186714,True
K46,0.935570543253382,True,0.4,0.8919999999999999,3958.0648616190583,3958.0648616190583,4042.5663478809574,True
K46,0.935570543253382,True,0.41,0.8847999999999999,3985.192167839579,3985.192167839579,4070.8112495246623,True
K46,0.935570543253382,True,0.42,0.8775999999999999,4012.495552735744,4012.495552735744,4099.171778820219,True
K46,0.935570543253382,True,0.43,0.8704,4039.976740446563,4039.976740446563,4127.64865538969,True
K46,0.935570543253382,True,0.44,0.8632,4067.637477694024,4067.637477694024,4156.242604836332,True
K46,0.935570543253382,True,0.45,0.8559999999999999,4095.4795341540444,4095.4795341540444,4184.954358806866,True
K46,0.935570543253382,True,0.46,0.8487999999999999,4123.504702834763,4123.504702834763,4213.784655054521,True
K46,0.935570543253382,True,0.47,0.8415999999999998,4151.714800462349,4151.714800462349,4242.734237502882,True
K46,0.935570543253382,True,0.48,0.8343999999999999,4180.111667874478,4180.111667874478,4271.80385631053,True
K46,0.935570543253382,True,0.49,0.8271999999999999,4208.697170421673,4208.697170421673,4300.994267936512,True
K46,0.935570543253382,True,0.5,0.8199999999999998,4237.473198376684,4237.473198376684,4330.306235206621,True
K46,0.935570543253382,True,0.51,0.8127999999999997,4266.441667352112,4266.441667352112,4359.7405273805125,True
K46,0.935570543253382,True,0.52,0.8055999999999998,4295.604518726447,4295.604518726447,4389.297920219694,True
K46,0.935570543253382,True,0.53,0.7983999999999999,4324.963720078723,4324.963720078723,4418.979196056359,True
K46,0.935570543253382,True,0.54,0.7911999999999998,4354.521265632032,4354.521265632032,4448.785143863099,True
K46,0.935570543253382,True,0.55,0.7839999999999998,4384.279176706045,4384.279176706045,4478.716559323514,True
K46,0.935570543253382,True,0.56,0.7767999999999997,4414.239502178804,4414.239502178804,4508.774244903717,True
K46,0.935570543253382,True,0.57,0.7695999999999998,4444.404318957985,4444.404318957985,4538.95900992476,True
K46,0.935570543253382,True,0.58,0.7623999999999999,4474.775732461872,4474.775732461872,4569.271670635988,True
K46,0.935570543253382,True,0.59,0.7551999999999999,4505.35587711026,4505.35587711026,4599.7130502893415,True
K46,0.935570543253382,True,0.6,0.7479999999999998,4536.146916825539,4536.146916825539,4630.283979214606,True
S60,0.9140907996334218,True,0.0,1.18,2999.9999999999995,2999.9999999999995,2999.9999999999986,False
S60,0.9140907996334218,True,0.01,1.1742,3029.0620766752363,3029.0620766752363,3037.0561218210146,False
S60,0.9140907996334218,True,0.02,1.1683999999999999,3058.369773071291,3058.369773071291,3074.2997568728815,False
S60,0.9140907996334218,True,0.03,1.1625999999999999,3087.926330127764,3087.926330127764,3111.7327043752202,False
S60,0.9140907996334218,True,0.04,1.1567999999999998,3117.735045514319,3117.735045514319,3149.356782699615,False
S60,0.9140907996334218,True,0.05,1.151,3147.7992748805077,3147.7992748805077,3187.1738296663266,False
S60,0.9140907996334218,True,0.06,1.1452,3178.12243313874,3178.12243313874,3225.185702845927,False
S60,0.9140907996334218,True,0.07,1.1394,3208.7079957814685,3208.7079957814685,3263.394279865944,False
S60,0.9140907996334218,True,0.08,1.1336,3239.559500233635,3239.559500233635,3301.8014587226394,False
S60,0.9140907996334218,True,0.09,1.1278000000000001,3270.680547241477,3270.680547241477,3340.4091580980025,False
S60,0.9140907996334218,True,0.1,1.122,3302.0748022988746,3302.0748022988746,3379.2193176820992,False
S60,0.9140907996334218,True,0.11,1.1162,3333.745997112388,3333.745997112388,3418.23389850087,False
S60,0.9140907996334218,True,0.12,1.1104,3365.697931106239,3365.697931106239,3457.454883249515,False
S60,0.9140907996334218,True,0.13,1.1046,3397.934472968518,3397.934472968518,3496.884276631559,False
S60,0.9140907996334218,True,0.14,1.0988,3430.4595622399083,3430.4595622399083,3536.5241057037447,False
S60,0.9140907996334218,True,0.15,1.093,3463.2772109463403,3463.2772109463403,3576.3764202268726,False
S60,0.9140907996334218,True,0.16,1.0872,3496.3915052769607,3496.3915052769607,3616.4432930226944,False
S60,0.9140907996334218,True,0.17,1.0814,3529.806607308927,3529.806607308927,3656.726820337015,True
S60,0.9140907996334218,True,0.18,1.0756000000000001,3563.5267567805245,3563.5267567805245,3697.2291222091426,True
S60,0.9140907996334218,True,0.19,1.0698,3597.5562729142216,3597.5562729142216,3737.9523428478096,True
S60,0.9140907996334218,True,0.2,1.064,3631.8995562912946,3631.8995562912946,3778.8986510136892,True
S60,0.9140907996334218,True,0.21,1.0582,3666.5610907797372,3666.5610907797372,3820.0702404086946,True
S60,0.9140907996334218,True,0.22,1.0524,3701.545445517227,3701.545445517227,3861.4693300721756,True
S60,0.9140907996334218,True,0.23,1.0466,3736.8572769510133,3736.8572769510133,3903.0981647841663,True
S60,0.9140907996334218,True,0.24,1.0408,3772.5013309365936,3772.5013309365936,3944.9590154758625,True
S60,0.9140907996334218,True,0.25,1.0350000000000001,3808.482444897233,3808.482444897233,3987.054179647455,True
S60,0.9140907996334218,True,0.26,1.0292000000000001,3844.8055500463242,3844.8055500463242,4029.3859817934995,True
S60,0.9140907996334218,True,0.27,1.0234,3881.4756736747886,3881.4756736747886,4071.956773836008,True
S60,0.9140907996334218,True,0.28,1.0176,3918.497941505711,3918.497941505711,4114.768935565376,True
S60,0.9140907996334218,True,0.29,1.0118,3955.877580118555,3955.877580118555,4157.824875089373,True
S60,0.9140907996334218,True,0.3,1.006,3993.619919445348,3993.619919445348,4201.127029290369,True
S60,0.9140907996334218,True,0.31,1.0002,4031.7303953413443,4031.7303953413443,4244.677864290956,True
S60,0.9140907996334218,True,0.32,0.9944,4070.2145522327964,4070.2145522327964,4288.479875928169,True
S60,0.9140907996334218,True,0.33,0.9885999999999999,4109.0780458445015,4109.0780458445015,4332.535590236482,True
S60,0.9140907996334218,True,0.34,0.9827999999999999,4148.326646009983,4148.326646009983,4376.847563939823,True
S60,0.9140907996334218,True,0.35,0.9770000000000001,4187.9662395672285,4187.9662395672285,4421.418384952755,True
S60,0.9140907996334218,True,0.36,0.9712000000000001,4228.002833343031,4228.002833343031,4466.2506728910475,True
S60,0.9140907996334218,True,0.37,0.9654,4268.442557229116,4268.442557229116,4511.347079591884,True
