table,eta,vf,particle_true_density_g_cc,E_mt_mpa,E_ds_mpa,nu_mt,rho_g_cc,specific_E_mpa_cc_g,E_hs_lo_mpa,E_hs_hi_mpa,inside_hs_band,feasible,hs_feasible,grade,eta_in_requested_range
grid,0.8175,0.48,1.1522954871875,6197.4310064644915,6586.24382223284,0.3009070103285547,1.16670183385,5311.923600920028,6197.4310064644915,8249.77576890728,True,True,True,,
grid,0.8175,0.49,1.1522954871875,6298.249465306379,6705.1178444687575,0.2997508708469673,1.166424788721875,5399.619012047718,6298.249465306379,8384.131749803699,True,True,True,,
grid,0.8175,0.5,1.1522954871875,6401.215870406446,6826.5196728087585,0.29858416758112605,1.16614774359375,5489.198007346514,6401.215870406446,8519.798532109671,True,True,True,,
grid,0.8175,0.51,1.1522954871875,6506.400270921619,6950.5044119630675,0.29740644145064116,1.1658706984656249,5580.722012727947,6506.400270921619,8656.79741313728,True,True,True,,
grid,0.8175,0.52,1.1522954871875,6613.875788120775,7077.128162128586,0.29621721447073157,1.1655936533375,5674.255148166729,6613.875788120775,8795.150092668096,True,True,True,,
grid,0.8175,0.53,1.1522954871875,6723.71878576565,7206.448022275585,0.29501598868729406,1.165316608209375,5769.864377113197,6723.71878576565,8934.87868460024,True,True,True,,
grid,0.8175,0.54,1.1522954871875,6836.009051956649,7338.522092607813,0.2938022450405784,1.16503956308125,5867.619665959709,6836.009051956649,9076.00572890395,True,True,True,,
grid,0.8175,0.55,1.1522954871875,6950.8299933538,7473.409476097072,0.2925754421517937,1.164762517953125,5967.594154359225,6950.8299933538,9218.554203899646,True,True,True,,
grid,0.8175,0.56,1.1522954871875,7068.268842766737,7611.170279068284,0.29133501502645354,1.164485472825,6069.864337267661,7068.268842766737,9362.547538872937,True,True,True,,
grid,0.8175,0.5700000000000001,1.1522954871875,7188.4168811997415,7751.865610793042,0.2900803736676894,1.164208427696875,6174.510259662362,7188.4168811997415,9508.009627041296,True,True,True,,
grid,0.8175,0.58,1.1522954871875,7311.369675540055,7895.5575820510785,0.28881090159212836,1.1639313825687498,6281.6157249786975,7311.369675540055,9654.964838887852,True,True,True,,
grid,0.8175,0.59,1.1522954871875,7437.22733319049,8042.309302642426,0.2875259542402255,1.163654337440625,6391.268518405683,7437.22733319049,9803.438035878116,True,True,True,,
grid,0.8175,0.6,1.1522954871875,7566.094775072494,8192.184877493375,0.28622485727216435,1.1633772923125,6503.560646291289,7566.094775072494,9953.454584576091,True,True,True,,
grid,0.8200000000000001,0.0,1.1395252799999998,2999.9999999999995,2999.9999999999995,0.35,1.18,2542.372881355932,2999.9999999999995,3000.000000000001,True,False,False,,
grid,0.8200000000000001,0.01,1.1395252799999998,3044.697173184894,3044.8169639177127,0.349024169407398,1.1795952528,2581.137187486733,3044.697173184894,3089.607472456139,True,False,False,,
grid,0.8200000000000001,0.02,1.1395252799999998,3090.00796979173,3090.4909509511444,0.3480486444654331,1.1791905055999998,2620.448481494058,3090.00796979173,3179.785309943113,True,False,False,,
grid,0.8200000000000001,0.03,1.1395252799999998,3135.9455997480927,3137.0409549947353,0.3470733029958177,1.1787857583999999,2660.3185332036946,3135.9455997480927,3270.5457581910828,True,False,False,,
grid,0.8200000000000001,0.04,1.1395252799999998,3182.523648773904,3184.4864187520875,0.34609802089405844,1.1783810111999997,2700.7594475177375,3182.523648773904,3361.9010359512945,True,False,False,,
grid,0.8200000000000001,0.05,1.1395252799999998,3229.7560919326293,3232.8472438542167,0.3451226720363817,1.177976264,2741.783676494036,3229.7560919326293,3453.863346692931,True,False,False,,
grid,0.8200000000000001,0.06,1.1395252799999998,3277.6573077714747,3282.143801020821,0.3441471281830392,1.1775715168,2783.4040319507453,3277.6573077714747,3546.444889808914,True,False,True,,
grid,0.8200000000000001,0.07,1.1395252799999998,3326.242093080621,3332.3969406569054,0.3431712588778043,1.1771667695999999,2825.633698622732,3326.242093080621,3639.6578713738577,True,False,True,,
grid,0.8200000000000001,0.08,1.1395252799999998,3375.525678303458,3383.6280033256885,0.3421949313434497,1.1767620224,2868.486247898357,3375.525678303458,3733.51451449418,True,False,True,,
grid,0.8200000000000001,0.09,1.1395252799999998,3425.5237436315233,3435.858830492744,0.3412180103729929,1.1763572752,2911.975652166667,3425.5237436315233,3828.0270692871363,True,False,True,,
grid,0.8200000000000001,0.1,1.1395252799999998,3476.252435820018,3489.1117753892618,0.3402403582164762,1.175952528,2956.116299806975,3476.252435820018,3923.2078225230257,True,False,True,,
grid,0.8200000000000001,0.11,1.1395252799999998,3527.728385761775,3543.4097139528767,0.3392618344630408,1.1755477808,3000.9230108545958,3527.728385761775,4019.069106962215,True,True,True,,
grid,0.8200000000000001,0.12,1.1395252799999998,3579.9687268600032,3598.776056170923,0.33828229591803416,1.1751430336,3046.4110533786884,3579.9687268600032,4115.6233104162875,True,True,True,,
grid,0.8200000000000001,0.13,1.1395252799999998,3632.9911142424603,3655.23475720903,0.3373015964748792,1.1747382864,3092.596160610213,3632.9911142424603,4212.882884560832,True,True,True,,
grid,0.8200000000000001,0.14,1.1395252799999998,3686.8137448624357,3712.810328876366,0.3363195869814125,1.1743335391999998,3139.4945488604812,3686.8137448624357,4310.860353525203,True,True,True,,
grid,0.8200000000000001,0.15,1.1395252799999998,3741.4553785346648,3771.5278510581147,0.33533611510038636,1.1739287919999999,3187.1229362731783,3741.4553785346648,4409.5683222832395,True,True,True,,
grid,0.8200000000000001,0.16,1.1395252799999998,3796.935359957372,3831.412983471807,0.33435102516380444,1.1735240447999997,3235.498562455508,3796.935359957372,4509.01948486713,True,True,True,,
grid,0.8200000000000001,0.17,1.1395252799999998,3853.273641774792,3892.4919773934603,0.33336415802074554,1.1731192976,3284.6392090369036,3853.273641774792,4609.226632425349,True,True,True,,
grid,0.8200000000000001,0.18,1.1395252799999998,3910.4908087380513,3954.7916874517327,0.3323753508783044,1.1727145504,3334.5632212069218,3910.4908087380513,4710.202661144404,True,True,True,,
grid,0.8200000000000001,0.19,1.1395252799999998,3968.608103025936,4018.3395835632173,0.3313844371352569,1.1723098032,3385.2895302871393,3968.608103025936,4811.960580052814,True,True,True,,
grid,0.8200000000000001,0.2,1.1395252799999998,4027.647450791056,4083.163762822027,0.3303912462080329,1.171905056,3436.837677395477,4027.647450791056,4914.513518724837,True,True,True,,
grid,0.8200000000000001,0.21,1.1395252799999998,4087.631490001224,4149.292961799004,0.3293956033485476,1.1715003088,3489.227838265188,4087.631490001224,5017.8747349006035,True,True,True,,
grid,0.8200000000000001,0.22,1.1395252799999998,4148.58359965036,4216.756568469948,0.32839732945342104,1.1710955616,3542.480849284742,4148.58359965036,5122.057622038176,True,True,True,,
grid,0.8200000000000001,0.23,1.1395252799999998,4210.527930418254,4285.584634433878,0.32739624086407826,1.1706908144,3596.6182348293432,4210.527930418254,5227.075716812717,True,True,True,,
grid,0.8200000000000001,0.24,1.1395252799999998,4273.489436863714,4355.8078869867195,0.3263921491571899,1.1702860671999997,3651.662235959426,4273.489436863714,5332.942706576825,True,True,True,,
grid,0.8200000000000001,0.25,1.1395252799999998,4337.493911241376,4427.457741444623,0.3253848609248807,1.16988132,3707.6358405666106,4337.493911241376,5439.6724367958595,True,True,True,,
grid,0.8200000000000001,0.26,1.1395252799999998,4402.568019038547,4500.566313306359,0.32437417754408915,1.1694765727999998,3764.562815053039,4402.568019038547,5547.278918471264,True,True,True,,
grid,0.8200000000000001,0.27,1.1395252799999998,4468.73933633505,4575.166430379669,0.32335989493442335,1.1690718256,3822.467737635855,4468.73933633505,5655.776335564523,True,True,True,,
grid,0.8200000000000001,0.28,1.1395252799999998,4536.0363890961635,4651.291644914076,0.3223418033038122,1.1686670784,3881.3760333750183,4536.0363890961635,5765.179052433939,True,True,True,,
grid,0.8200000000000001,0.29,1.1395252799999998,4604.488694516363,4728.9762455912005,0.32131968688120127,1.1682623311999998,3941.3140110293434,4604.488694516363,5875.501621296006,True,True,True,,
grid,0.8200000000000001,0.3,1.1395252799999998,4674.126804539905,4808.255269739761,0.32029332363549273,1.1678575839999998,4002.3089018531437,4674.126804539905,5986.758789722822,True,True,True,,
grid,0.8200000000000001,0.31,1.1395252799999998,4744.98235169315,4889.164515067011,0.319262484979867,1.1674528368,4064.388900453739,4744.98235169315,6098.965508186724,True,True,True,,
grid,0.8200000000000001,0.32,1.1395252799999998,4817.088097373231,4971.740551512251,0.3182269354605704,1.1670480895999997,4127.583207838732,4817.088097373231,6212.136937663032,True,True,True,,
grid,0.8200000000000001,0.33,1.1395252799999998,4890.477982748029,5056.0207327591215,0.3171864324291787,1.1666433423999998,4191.922076791196,4890.477982748029,6326.288457301551,True,True,True,,
grid,0.8200000000000001,0.34,1.1395252799999998,4965.187182433771,5142.043207942668,0.31614072569727997,1.1662385951999998,4257.436859721046,4965.187182433771,6441.435672177449,True,True,True,,
grid,0.8200000000000001,0.35000000000000003,1.1395252799999998,5041.252161128708,5229.846932824225,0.3150895571724411,1.165833848,4324.160059151678,5041.252161128708,6557.594421131761,True,True,True,,
grid,0.8200000000000001,0.36,1.1395252799999998,5118.710733394618,5319.471680896781,0.3140326604742377,1.1654291008,4392.125381012811,5118.710733394618,6674.780784711858,True,True,True,,
grid,0.8200000000000001,0.37,1.1395252799999998,5197.602126792166,5410.958054203405,0.31296976052903724,1.1650243535999998,4461.367790923205,5197.602126792166,6793.011093222045,True,True,True,,
grid,0.8200000000000001,0.38,1.1395252799999998,5277.967048591759,5504.34749390576,0.3119005731421252,1.1646196063999998,4531.923573660832,5277.967048591759,6912.30193489441,True,True,True,,
grid,0.8200000000000001,0.39,1.1395252799999998,5359.847756298421,5599.682290695196,0.3108248045456575,1.1642148592,4603.830396033156,5359.847756298421,7032.670164190068,True,True,True,,
grid,0.8200000000000001,0.4,1.1395252799999998,5443.2881322475205,5697.0055946378925,0.3097421509208051,1.163810112,4677.127373376457,5443.2881322475205,7154.132910240896,True,True,True,,
grid,0.8200000000000001,0.41000000000000003,1.1395252799999998,5528.3337625482545,5796.361424825029,0.30865229789233134,1.1634053647999998,4751.8551399310645,5528.3337625482545,7276.707585441961,True,True,True,,
grid,0.8200000000000001,0.42,1.1395252799999998,5615.0320206733895,5897.794678475628,0.3075549199937019,1.1630006175999998,4828.0559233586,5615.0320206733895,7400.411894204827,True,True,True,,
grid,0.8200000000000001,0.43,1.1395252799999998,5703.432156017517,6001.351139949025,0.3064496801006793,1.1625958704,4905.77362368852,5703.432156017517,7525.263841882091,True,True,True,,
grid,0.8200000000000001,0.44,1.1395252799999998,5793.585387771857,6107.077488929178,0.30533622883119,1.1621911232,4985.053897004208,5793.585387771857,7651.281743873542,True,True,True,,
grid,0.8200000000000001,0.45,1.1395252799999998,5885.545004491741,6215.021308327346,0.3042142039090703,1.1617863759999998,5065.944244203929,5885.545004491741,7778.484234924554,True,True,True,,
grid,0.8200000000000001,0.46,1.1395252799999998,5979.366469763675,6325.231091576772,0.30308322948910665,1.1613816287999998,5148.494105199398,5979.366469763675,7906.890278627368,True,True,True,,
grid,0.8200000000000001,0.47000000000000003,1.1395252799999998,6075.107534412485,6437.756249427582,0.301942915440568,1.1609768816,5232.754958944641,6075.107534412485,8036.519177136282,True,True,True,,
grid,0.8200000000000001,0.48,1.1395252799999998,6172.828355725668,6552.647116152257,0.3007928565861978,1.1605721343999997,5318.780429720499,6172.828355725668,8167.390581107789,True,True,True,,
grid,0.8200000000000001,0.49,1.1395252799999998,6272.591624212454,6669.954955038267,0.2996326318933762,1.1601673872,5406.626400136111,6272.591624212454,8299.524499877034,True,True,True,,
grid,0.8200000000000001,0.5,1.1395252799999998,6374.46269845896,6789.731963273505,0.2984618036138833,1.1597626399999998,5496.351131347843,6374.46269845896,8432.941311882312,True,True,True,,
grid,0.8200000000000001,0.51,1.1395252799999998,6478.509748689327,6912.0312760768975,0.29727991636838647,1.1593578927999997,5588.015391039333,6478.509748689327,8567.661775349356,True,True,True,,
grid,0.8200000000000001,0.52,1.1395252799999998,6584.803909695629,7036.906970157431,0.2960864961714397,1.1589531456,5681.682589753548,6584.803909695629,8703.70703924781,True,True,True,,
grid,0.8200000000000001,0.53,1.1395252799999998,6693.419443857817,7164.414066298454,0.29488104939240917,1.1585483983999998,5777.418926219818,6693.419443857817,8841.098654532285,True,True,True,,
grid,0.8200000000000001,0.54,1.1395252799999998,6804.433915038957,7294.6085311644865,0.29366306164733463,1.1581436511999998,5875.293542375858,6804.433915038957,8979.858585681011,True,True,True,,
grid,0.8200000000000001,0.55,1.1395252799999998,6917.928374211809,7427.547278234882,0.29243199661628544,1.157738904,5975.378688847973,6917.928374211809,9120.009222545434,True,True,True,,
grid,0.8200000000000001,0.56,1.1395252799999998,7033.987557750509,7563.288167819671,0.291187294780276,1.1573341567999997,6077.749901721824,7033.987557750509,9261.57339252434,True,True,True,,
grid,0.8200000000000001,0.5700000000000001,1.1395252799999998,7152.700099407244,7701.890006162949,0.2899283720712577,1.1569294095999998,6182.486191512963,7152.700099407244,9404.574373076819,True,True,True,,
grid,0.8200000000000001,0.58,1.1395252799999998,7274.15875708852,7843.412543546244,0.28865461842810564,1.1565246623999998,6289.6702453307935,7274.15875708852,9549.035904588618,True,True,True,,
grid,0.8200000000000001,0.59,1.1395252799999998,7398.460655650841,7987.916471408211,0.2873653962508433,1.1561199151999997,6399.388643323357,7398.460655650841,9694.982203607138,True,True,True,,
grid,0.8200000000000001,0.6,1.1395252799999998,7525.707547051608,8135.463418217872,0.28606003874461966,1.155715168,6511.732090593803,7525.707547051608,9842.43797646063,True,True,True,,
grid,0.8225,0.0,1.1266769678125002,2999.9999999999995,2999.9999999999995,0.35,1.18,2542.372881355932,2999.9999999999995,3000.000000000001,True,False,False,,
grid,0.8225,0.01,1.1266769678125002,3044.4642659330357,3044.5821997113053,0.3490237639675249,1.179466769678125,2581.220890830071,3044.4642659330357,3088.233265602509,True,False,False,,
grid,0.8225,0.02,1.1266769678125002,3089.535496095294,3090.0109278401205,0.34804773788478016,1.17893353935625,2620.618883895964,3089.535496095294,3177.0278575657794,True,False,False,,
grid,0.8225,0.03,1.1266769678125002,3135.2266831494603,3136.304773723058,0.3470718001685771,1.1784003090343749,2660.5786328404665,3135.2266831494603,3266.3956258976364,True,False,False,,
grid,0.8225,0.04,1.1266769678125002,3181.5511872745774,3183.4827605827318,0.3460958273003974,1.1778670787124998,2701.112243286619,3181.5511872745774,3356.348402117982,True,False,False,,
grid,0.8225,0.05,1.1266769678125002,3228.522749342733,3231.5643551292305,0.34511969373428714,1.177333848390625,2742.2321661404812,3228.522749342733,3446.898010060116,True,False,False,,
grid,0.8225,0.06,1.1266769678125002,3276.1555046651215,3280.5694771976755,0.3441432718011795,1.17680061806875,2783.95121005428,3276.1555046651215,3538.056276240359,True,False,True,,
grid,0.8225,0.07,1.1266769678125002,3324.463997336426,3330.518509779685,0.3431664316094543,1.176267387746875,2826.2825544321126,3324.463997336426,3629.835039833815,True,False,True,,
grid,0.8225,0.08,1.1266769678125002,3373.463195208183,3381.4323089548843,0.3421890409415352,1.175734157425,2869.2397630060145,3373.463195208183,3722.2461622914257,True,False,True,,
grid,0.8225,0.09,1.1266769678125002,3423.168505523542,3433.3322140460323,0.3412109651463093,1.1752009271031252,2912.8367980117796,3423.168505523542,3815.3015366307654,True,False,True,,
grid,0.8225,0.1,1.1266769678125002,3473.5957912478084,3486.240057899198,0.3402320670271472,1.1746676967812502,2957.088034995714,3473.5957912478084,3909.013096430799,True,False,True,,
grid,0.8225,0.11,1.1266769678125002,3524.7613881312013,3540.1781771970213,0.33925220672528283,1.1741344664593751,3002.0082782853538,3524.7613881312013,4003.3928245585475,True,True,True,,
grid,0.8225,0.12,1.1266769678125002,3576.682122542462,3595.16942319697,0.33827124159830013,1.1736012361375,3047.6127771591878,3576.682122542462,4098.452761653775,True,True,True,,
grid,0.8225,0.13,1.1266769678125002,3629.3753301142237,3651.237172207955,0.33728902609346106,1.173068005815625,3093.9172427524754,3629.3753301142237,4194.205014396038,True,True,True,,
grid,0.8225,0.14,1.1266769678125002,3682.858875243696,3708.4053363993135,0.33630541161558897,1.1725347754937498,3140.9378657386587,3682.858875243696,4290.661763576758,True,True,True,,
grid,0.8225,0.15,1.1266769678125002,3737.151171494757,3766.698374582012,0.335320246389207,1.1720015451718748,3188.6913348281473,3737.151171494757,4387.835271997699,True,True,True,,
grid,0.8225,0.16,1.1266769678125002,3792.271202950511,3826.141303220887,0.33433337531461105,1.1714683148499998,3237.194856128986,3792.271202950511,4485.73789221568,True,True,True,,
grid,0.8225,0.17,1.1266769678125002,3848.23854656839,3886.7597075160684,0.3333446398175386,1.170935084528125,3286.4661734166,3848.23854656839,4584.382074152433,True,True,True,,
grid,0.8225,0.18,1.1266769678125002,3905.0733955931837,3948.579752442615,0.33235387769207125,1.17040185420625,3336.5235893628596,3905.0733955931837,4683.780372587131,True,True,True,,
grid,0.8225,0.19,1.1266769678125002,3962.7965840869083,4011.6281939711284,0.3313609229363881,1.169868623884375,3387.3859877778677,3962.7965840869083,4783.945454548449,True,True,True,,
grid,0.8225,0.2,1.1266769678125002,4021.4296126381855,4075.932390168976,0.33036560558096134,1.1693353935625,3439.072856921305,4021.4296126381855,4884.890106621786,True,True,True,,
grid,0.8225,0.21,1.1266769678125002,4080.994675317884,4141.520312770225,0.3293677515087595,1.1688021632406251,3491.604313943861,4080.994675317884,4986.627242186819,True,True,True,,
grid,0.8225,0.22,1.1266769678125002,4141.514687952077,4208.420558300522,0.328367182266997,1.1682689329187501,3545.001130523179,4141.514687952077,5089.1699085995115,True,True,True,,
grid,0.8225,0.23,1.1266769678125002,4203.0133177881125,4276.662359499713,0.3273637148699343,1.167735702596875,3599.2847597630353,4203.0133177881125,5192.531294332325,True,True,True,,
grid,0.8225,0.24,1.1266769678125002,4265.515014634548,4346.275596623657,0.3263571615922069,1.167202472275,3654.4773644289935,4265.515014634548,5296.724736085486,True,True,True,,
grid,0.8225,0.25,1.1266769678125002,4329.0450435610965,4417.29080884412,0.3253473297521203,1.166669241953125,3710.601846598636,4329.0450435610965,5401.763725881999,True,True,True,,
grid,0.8225,0.26,1.1266769678125002,4393.629519250635,4489.739205680729,0.32433402148431373,1.16613601163125,3767.6818788098344,4393.629519250635,5507.661918158217,True,True,True,,
grid,0.8225,0.27,1.1266769678125002,4459.295442101411,4563.652678217405,0.3233170335011549,1.165602781309375,3825.741936796067,4459.295442101411,5614.433136861701,True,True,True,,
grid,0.8225,0.28,1.1266769678125002,4526.070736184482,4639.063810410777,0.3222961568421828,1.1650695509875,3884.807333904001,4526.070736184482,5722.091382567523,True,True,True,,
grid,0.8225,0.29,1.1266769678125002,4593.984289168545,4716.005890146223,0.32127117661087023,1.164536320665625,3944.904257295056,4593.984289168545,5830.6508396238705,True,True,True,,
grid,0.8225,0.3,1.1266769678125002,4663.065994332238,4794.512920633368,0.32024187169792623,1.16400309034375,4006.0598060398233,4663.065994332238,5940.125883337608,True,True,True,,
grid,0.8225,0.31,1.1266769678125002,4733.346794792353,4874.619631210423,0.3192080144903038,1.163469860021875,4068.3020312218136,4733.346794792353,6050.531087210101,True,True,True,,
grid,0.8225,0.32,1.1266769678125002,4804.858730085592,4956.361488299646,0.31816937056501976,1.1629366297,4131.659978175328,4804.858730085592,6161.8812302334145,True,True,True,,
grid,0.8225,0.33,1.1266769678125002,4877.634985251285,5039.774706075415,0.31712569836682947,1.1624033993781249,4196.16373099113,4877.634985251285,6274.191304256861,True,True,True,,
grid,0.8225,0.34,1.1266769678125002,4951.709942573188,5124.89625709916,0.3160767488687294,1.1618701690562498,4261.8444594332805,4951.709942573188,6387.476521433753,True,True,True,,
grid,0.8225,0.35000000000000003,1.1266769678125002,5027.1192361499925,5211.763882750007,0.3150222652141877,1.161336938734375,4328.734468420979,5027.1192361499925,6501.752321757943,True,True,True,,
grid,0.8225,0.36,1.1266769678125002,5103.899809476617,5300.4161033147,0.31396198233991945,1.1608037084125,4396.867250240476,5103.899809476617,6617.034380699848,True,True,True,,
grid,0.8225,0.37,1.1266769678125002,5182.089976231945,5390.89222794163,0.31289562657793907,1.160270478090625,4466.277539664496,5182.089976231945,6733.338616951498,True,True,True,,
grid,0.8225,0.38,1.1266769678125002,5261.729484483291,5483.232364197951,0.3118229152355227,1.15973724776875,4537.001372169839,5261.729484483291,6850.6812002901115,True,True,True,,
grid,0.8225,0.39,1.1266769678125002,5342.859584533775,5577.47742765478,0.3107435561516149,1.159204017446875,4609.0761454582625,5342.859584533775,6969.078559569682,True,True,True,,
grid,0.8225,0.4,1.1266769678125002,5425.523100656092,5673.669150767385,0.3096572472280996,1.1586707871250002,4682.540684501415,5425.523100656092,7088.54739085026,True,True,True,,
grid,0.8225,0.41000000000000003,1.1266769678125002,5509.764506974941,5771.850091626384,0.3085636759342331,1.158137556803125,4757.435310347647,5509.764506974941,7209.104665674336,True,True,True,,
grid,0.8225,0.42,1.1266769678125002,5595.63000778078,5872.06364220891,0.30746251878240616,1.1576043264812501,4833.801912946991,5595.63000778078,7330.767639500096,True,True,True,,
grid,0.8225,0.43,1.1266769678125002,5683.167622579794,5974.354036361379,0.3063534407732568,1.157071096159375,4911.6840282708035,5683.167622579794,7453.553860301347,True,True,True,,
grid,0.8225,0.44,1.1266769678125002,5772.427276209209,6078.766357261817,0.30523609480800035,1.1565378658375,4991.1269200244815,5772.427276209209,7577.4811773438105,True,True,True,,
grid,0.8225,0.45,1.1266769678125002,5863.460894373467,6185.346544373542,0.30411012106566815,1.1560046355156253,5072.177666275641,5863.460894373467,7702.567750148027,True,True,True,,
grid,0.8225,0.46,1.1266769678125002,5956.322504985567,6294.141399943981,0.30297514634276534,1.15547140519375,5154.885251346232,5956.322504985567,7828.83205764888,True,True,True,,
grid,0.8225,0.47000000000000003,1.1266769678125002,6051.068345729342,6405.198594902781,0.3018307833526485,1.1549381748718752,5239.300663345573,6051.068345729342,7956.2929075621405,True,True,True,,
grid,0.8225,0.48,1.1266769678125002,6147.756978292868,6518.5666743368965,0.30067662998170636,1.15440494455,5325.47699775258,6147.756978292868,8084.969445968671,True,True,True,,
grid,0.8225,0.49,1.1266769678125002,6246.4494097607285,6634.295062173181,0.29951226849917706,1.1538717142281252,5413.469567489354,6246.4494097607285,8214.881167126998,True,True,True,,
grid,0.8225,0.5,1.1266769678125002,6347.209221694147,6752.43406532324,0.2983372647171753,1.15333848390625,5503.336019965918,6347.209221694147,8346.047923525408,True,True,True,,
grid,0.8225,0.51,1.1266769678125002,6450.102707473044,6873.034877119303,0.29715116709720224,1.1528052535843751,5595.136461616544,6450.102707473044,8478.489936184793,True,True,True,,
grid,0.8225,0.52,1.1266769678125002,6555.199018523712,6996.149580048065,0.2959535057990987,1.1522720232625,5688.9335904933,6555.199018523712,8612.22780522397,True,True,True,,
grid,0.8225,0.53,1.1266769678125002,6662.570320110091,7121.831147740937,0.2947437916680402,1.151738792940625,5784.79283753149,6662.570320110091,8747.28252069941,True,True,True,,
grid,0.8225,0.54,1.1266769678125002,6772.29195742643,7250.133446160831,0.29352151515479435,1.15120556261875,5882.782517156095,6772.29195742643,8883.675473731639,True,True,True,,
grid,0.8225,0.55,1.1266769678125002,6884.442632794944,7381.111233989444,0.2922861451640261,1.150672332296875,5982.973987957806,6884.442632794944,9021.428467931077,True,True,True,,
grid,0.8225,0.56,1.1266769678125002,6999.104594844444,7514.820162133443,0.291037127824973,1.150139101975,6085.441824232997,6999.104594844444,9160.563731136363,True,True,True,,
grid,0.8225,0.5700000000000001,1.1266769678125002,7116.363840625877,7651.316772374318,0.28977388517829133,1.149605871653125,6190.263999254455,7116.363840625877,9301.1039274786,True,True,True,,
grid,0.8225,0.58,1.1266769678125002,7236.310331708751,7790.658495085112,0.28849581377230465,1.1490726413312502,6297.522081219489,7236.310331708751,9443.072169785633,True,True,True,,
grid,0.8225,0.59,1.1266769678125002,7359.038225400039,7932.903645990602,0.2872022831612511,1.148539411009375,6407.301442910582,7359.038225400039,9586.492032340733,True,True,True,,
grid,0.8225,0.6,1.1266769678125002,7484.646122334684,8078.111421884105,0.2858926342974326,1.1480061806875002,6519.691486201229,7484.646122334684,9731.387564010547,True,True,True,,
grid,0.8250000000000001,0.0,1.1137503124999995,2999.9999999999995,2999.9999999999995,0.35,1.18,2542.372881355932,2999.9999999999995,3000.0000000000005,True,False,False,,
grid,0.8250000000000001,0.01,1.1137503124999995,3044.2256046159887,3044.341655748328,0.3490233421384602,1.179337503125,2581.301448100668,3044.2256046159887,3086.8584755993907,True,False,False,,
grid,0.8250000000000001,0.02,1.1137503124999995,3089.05138672632,3089.519166098959,0.34804679683991097,1.1786750062499998,2620.7829726993673,3089.05138672632,3174.2691739442266,True,False,False,,
grid,0.8250000000000001,0.03,1.1137503124999995,3134.490118809194,3135.55071270878,0.34707024313606416,1.1780125093749998,2660.829230474142,3134.490118809194,3262.2435569051045,True,False,False,,
grid,0.8250000000000001,0.04,1.1137503124999995,3180.5549325201146,3182.45489625703,0.3460935581148709,1.1773500124999998,2701.452328323745,3180.5549325201146,3350.793075708246,True,False,False,,
grid,0.8250000000000001,0.05,1.1137503124999995,3227.259331493381,3230.250745540166,0.3451166168294191,1.176687515625,2742.6647165362465,3227.259331493381,3439.929180901414,True,False,False,,
grid,0.8250000000000001,0.06,1.1137503124999995,3274.6172046934444,3278.957726596371,0.3441392922033069,1.1760250187499999,2784.479201109211,3274.6172046934444,3529.6633319416906,True,False,True,,
grid,0.8250000000000001,0.07,1.1137503124999995,3322.642840343943,3328.595752183719,0.3431614549323044,1.175362521875,2826.908956603014,3322.642840343943,3620.0070064384154,True,False,True,,
grid,0.8250000000000001,0.08,1.1137503124999995,3371.350940463813,3379.1851911821736,0.34218297338210735,1.174700025,2869.9675395544605,3371.350940463813,3710.9717090819736,True,False,True,,
grid,0.8250000000000001,0.09,1.1137503124999995,3420.756636041591,3430.7468781729694,0.34120371348197537,1.174037528125,2913.6689024793955,3420.756636041591,3802.568980287107,True,False,True,,
grid,0.8250000000000001,0.1,1.1137503124999995,3470.8755028808805,3483.3021231489997,0.34022353861403243,1.17337503125,2958.0274084947473,3470.8755028808805,3894.8104045771843,True,False,True,,
grid,0.8250000000000001,0.11,1.1137503124999995,3521.723578151903,3536.8727212165004,0.339242309497999,1.172712534375,3003.057846592229,3521.723578151903,3987.707618734268,True,True,True,,
grid,0.8250000000000001,0.12,1.1137503124999995,3573.3173776861477,3591.4809627423597,0.3382598840711069,1.1720500375,3048.775447597857,3573.3173776861477,4081.2723197380647,True,True,True,,
grid,0.8250000000000001,0.13,1.1137503124999995,3625.6739140533537,3647.149643196082,0.33727611736293595,1.1713875406249998,3095.1959008534927,3625.6739140533537,4175.5162725152395,True,True,True,,
grid,0.8250000000000001,0.14,1.1137503124999995,3678.810715462484,3703.9020733197954,0.3362908613648949,1.1707250437499999,3142.335371658854,3678.810715462484,4270.451317519456,True,True,True,,
grid,0.8250000000000001,0.15,1.1137503124999995,3732.745845530841,3761.7620892743917,0.33530396489405223,1.1700625468749999,3190.210519514747,3732.745845530841,4366.089378160963,True,True,True,,
grid,0.8250000000000001,0.16,1.1137503124999995,3787.4979239682616,3820.754062932901,0.33431527345100537,1.1694000499999997,3238.8385172108233,3787.4979239682616,4462.442468103642,True,True,True,,
grid,0.8250000000000001,0.17,1.1137503124999995,3843.0861482262144,3880.9029123308974,0.3333246290714546,1.168737553125,3288.2370708038547,3843.0861482262144,4559.522698446337,True,True,True,,
grid,0.8250000000000001,0.18,1.1137503124999995,3899.530316164745,3942.2341119768953,0.33233187017113286,1.16807505625,3338.424440535385,3899.530316164745,4657.342284804264,True,True,True,,
grid,0.8250000000000001,0.19,1.1137503124999995,3956.850849793582,4004.7737033729163,0.3313368313837133,1.1674125593749998,3389.419462740721,3956.850849793582,4755.913554305642,True,True,True,,
